PACl Flow Rate	Turbidity	Fluoride Voltage	Fluoride Conc
0.0019753	1.52598608	0.10871378	1.91406981
0.0019753	1.52598608	0.10845508	1.938233975
0.0019753	1.30354607	0.10958722	1.834688884
0.0019753	1.30354607	0.10837044	1.946205914
0.0019753	1.30354607	0.10812391	1.96961302
0.0019753	1.30354607	0.1079869	1.982743097
0.0019753	1.30354607	0.10929488	1.860884178
0.0019753	1.34476054	0.10876199	1.909600116
0.0019753	1.34476054	0.10907649	1.880696911
0.0019753	1.34476054	0.10928471	1.861802168
0.0019753	1.34476054	0.1083408	1.949005344
0.0019753	1.34476054	0.10879363	1.90667235
0.0019753	1.48447621	0.1075754	2.022706942
0.0019753	1.48447621	0.10933571	1.857203233
0.0019753	1.48447621	0.10805708	1.97600664
0.0019753	1.48447621	0.10921003	1.868557007
0.0019753	1.48447621	0.10750422	2.029701033
0.0019753	1.36333203	0.11013688	1.786430608
0.0019753	1.36333203	0.10848052	1.935844261
0.0019753	1.36333203	0.10862936	1.921921858
0.0019753	1.36333203	0.10803925	1.977715939
0.0019753	1.36333203	0.10839839	1.943569784
0.0019753	1.59380579	0.10922445	1.867250806
0.0019753	1.59380579	0.10733538	2.046387988
0.0019753	1.59380579	0.10797488	1.983899177
0.0019753	1.59380579	0.10686207	2.093901579
0.0019753	1.59380579	0.10837454	1.945818995
0.0019753	1.81085408	0.10735758	2.044186087
0.0019753	1.81085408	0.10829917	1.952944004
0.0019753	1.81085408	0.10727809	2.052081244
0.0019753	1.81085408	0.10776834	2.003869775
0.0019753	1.81085408	0.10802295	1.979279856
0.0019753	1.64633143	0.10779344	2.001432135
0.0019753	1.64633143	0.10809304	1.972563775
0.0019753	1.64633143	0.10806398	1.975345558
0.0019753	1.64633143	0.10764663	2.015732065
0.0019753	1.64633143	0.10772132	2.008444214
0.0019753	1.53711152	0.10800974	1.980548208
0.0019753	1.53711152	0.10709227	2.070656541
0.0019753	1.53711152	0.10834271	1.948824828
0.0019753	1.53711152	0.10788935	1.992144916
0.0019753	1.53711152	0.10720091	2.059776142
0.0019753	1.57183206	0.10759591	2.020696122
0.0019753	1.57183206	0.10669627	2.110805148
0.0019753	1.57183206	0.10735957	2.043988825
0.0019753	1.57183206	0.10661352	2.11929262
0.0019753	1.57183206	0.10701729	2.078199362
0.0019753	1.60854089	0.10744723	2.035318254
0.0019753	1.60854089	0.10786986	1.994028689
0.0019753	1.60854089	0.10691627	2.088405215
0.0019753	1.60854089	0.10825692	1.95694946
0.0019753	1.60854089	0.10730352	2.049552158
0.0019753	1.61594439	0.10832598	1.950406569
0.0019753	1.61594439	0.10745122	2.034924474
0.0019753	1.61594439	0.10784972	1.995977158
0.0019753	1.61594439	0.10663463	2.11712418
0.0019753	1.61594439	0.10753228	2.026940996
0.0019753	1.61751449	0.10717211	2.062654908
0.0019753	1.61751449	0.1074321	2.036812152
0.0019753	1.61751449	0.10606235	2.176702149
0.0019753	1.61751449	0.10726964	2.052922312
0.0019753	1.61751449	0.10632879	2.148758298
0.0019753	1.80380547	0.10691767	2.088263434
0.0019753	1.80380547	0.10620594	2.161597782
0.0019753	1.80380547	0.10657783	2.122963785
0.0019753	1.80380547	0.10701509	2.078421092
0.0019753	1.80380547	0.10693436	2.086573941
0.0019753	1.6374824	0.10603149	2.179962095
0.0019753	1.6374824	0.10647982	2.133078089
0.0019753	1.6374824	0.1057846	2.206219114
0.0019753	1.6374824	0.10587488	2.196581259
0.0019753	1.6374824	0.10692829	2.087188236
0.0019753	1.5705502	0.10563038	2.222780812
0.0019753	1.5705502	0.10712144	2.067729506
0.0019753	1.5705502	0.10568433	2.216973026
0.0019753	1.5705502	0.10668848	2.111602699
0.0019753	1.5705502	0.10527902	2.26097917
0.0019753	1.67103779	0.10667851	2.11262388
0.0019753	1.67103779	0.10513067	2.27730359
0.0019753	1.67103779	0.10640118	2.141228305
0.0019753	1.67103779	0.10566875	2.218648673
0.0019753	1.67103779	0.10625008	2.156975749
0.0019753	1.56895638	0.10500413	2.291321151
0.0019753	1.56895638	0.10626274	2.155651907
0.0019753	1.56895638	0.10529907	2.258781865
0.0019753	1.56895638	0.10605002	2.178004064
0.0019753	1.56895638	0.10485844	2.307566959
0.0019753	1.67857802	0.10559638	2.226448768
0.0019753	1.67857802	0.1053906	2.24877807
0.0019753	1.67857802	0.10461055	2.335474195
0.0019753	1.67857802	0.10619127	2.163136114
0.0019753	1.67857802	0.10479684	2.314470539
0.0019753	1.67844629	0.1058488	2.199361101
0.0019753	1.67844629	0.10426137	2.375358052
0.0019753	1.67844629	0.10535839	2.252293408
0.0019753	1.67844629	0.10507444	2.283521891
0.0019753	1.67844629	0.1062004	2.162178591
0.0019753	1.61448121	0.10429738	2.371213634
0.0019753	1.61448121	0.10597932	2.185484266
0.0019753	1.61448121	0.10488012	2.305142159
0.0019753	1.61448121	0.10611527	2.171123202
0.0019753	1.61448121	0.10510769	2.279842828
0.0019753	1.57693541	0.1054678	2.240374927
0.0019753	1.57693541	0.10404804	2.400059358
0.0019753	1.57693541	0.10661748	2.118885676
0.0019753	1.57693541	0.10438266	2.361427511
0.0019753	1.57693541	0.1049237	2.30027566
0.0019753	1.33258629	0.10471035	2.324198441
0.0019753	1.33258629	0.10504064	2.287267896
0.0019753	1.33258629	0.10434697	2.365518116
0.0019753	1.33258629	0.10532627	2.255804395
0.0019753	1.33258629	0.1045589	2.341331259
0.0019753	1.44608772	0.10483191	2.310537677
0.0019753	1.44608772	0.10437082	2.362783766
0.0019753	1.44608772	0.10373032	2.437324868
0.0019753	1.44608772	0.10477598	2.316813021
0.0019753	1.44608772	0.10456977	2.340097391
0.0019753	1.41211939	0.10499892	2.291900139
0.0019753	1.41211939	0.10395741	2.410630921
0.0019753	1.41211939	0.10515808	2.274278544
0.0019753	1.41211939	0.10516005	2.274061284
0.0019753	1.41211939	0.1038755	2.420225392
0.0019753	1.56563389	0.10471876	2.32325074
0.0019753	1.56563389	0.10360055	2.452711569
0.0019753	1.56563389	0.10560569	2.225443794
0.0019753	1.56563389	0.10396942	2.409227339
0.0019753	1.56563389	0.10477985	2.316378258
0.0019753	1.55976093	0.10383249	2.425278618
0.0019753	1.55976093	0.10456782	2.340318691
0.0019753	1.55976093	0.10452779	2.344866191
0.0019753	1.55976093	0.10361706	2.450748614
0.0019753	1.55976093	0.10429427	2.371571281
0.0019753	1.52297103	0.10421683	2.380494217
0.0019753	1.52297103	0.10412313	2.39133559
0.0019753	1.52297103	0.10390265	2.417040972
0.0019753	1.52297103	0.10286574	2.541687568
0.0019753	1.52297103	0.1044142	2.357818445
0.0019753	1.52513731	0.10359684	2.453152885
0.0019753	1.52513731	0.10400674	2.404871047
0.0019753	1.52513731	0.10323991	2.49598428
0.0019753	1.52513731	0.10317355	2.504029497
0.0019753	1.52513731	0.10474376	2.320435837
0.0019753	1.68560672	0.10310812	2.511987352
0.0019753	1.68560672	0.1039433	2.41228097
0.0019753	1.68560672	0.10261404	2.572901545
0.0019753	1.68560672	0.10371064	2.439652082
0.0019753	1.68560672	0.10434011	2.366305186
0.0019753	1.46898592	0.10296076	2.530002601
0.0019753	1.46898592	0.10448246	2.350026452
0.0019753	1.46898592	0.10243115	2.595822408
0.0019753	1.46898592	0.10409218	2.394927436
0.0019753	1.46898592	0.10331161	2.487320714
0.0019753	1.23525929	0.10355446	2.458199759
0.0019753	1.23525929	0.10369125	2.441947176
0.0019753	1.23525929	0.10282575	2.546621411
0.0019753	1.23525929	0.10477446	2.316983802
0.0019753	1.23525929	0.10280496	2.549190199
0.0019753	1.26707697	0.10402648	2.402570021
0.0019753	1.26707697	0.10330066	2.488641863
0.0019753	1.26707697	0.10313703	2.50846809
0.0019753	1.26707697	0.10398367	2.407563034
0.0019753	1.26707697	0.10248663	2.588847832
0.0019753	1.37833261	0.10353664	2.460324975
0.0019753	1.37833261	0.1029057	2.536766975
0.0019753	1.37833261	0.10300791	2.524224345
0.0019753	1.37833261	0.10358052	2.455095144
0.0019753	1.37833261	0.10216094	2.630060964
0.0019753	1.46618617	0.10387703	2.420045827
0.0019753	1.46618617	0.10260696	2.573785075
0.0019753	1.46618617	0.10330456	2.488171236
0.0019753	1.46618617	0.10213897	2.632864575
0.0019753	1.46618617	0.1028264	2.546541139
0.0019753	1.50353193	0.1032598	2.493577936
0.0019753	1.50353193	0.10258216	2.576882321
0.0019753	1.50353193	0.10373593	2.436661877
0.0019753	1.50353193	0.10209297	2.638744359
0.0019753	1.50353193	0.10322098	2.498276638
0.0019753	1.59433496	0.10324246	2.495675645
0.0019753	1.59433496	0.10241252	2.59816866
0.0019753	1.59433496	0.10246887	2.591078459
0.0019753	1.59433496	0.10320147	2.500641434
0.0019753	1.59433496	0.10209244	2.638812181
0.0019753	1.55371094	0.10225341	2.618293475
0.0019753	1.55371094	0.10269748	2.562511687
0.0019753	1.55371094	0.10205826	2.64318973
0.0019753	1.55371094	0.10275469	2.555412215
0.0019753	1.55371094	0.10285717	2.542744103
0.0019753	1.57883918	0.10170168	2.689293472
0.0019753	1.57883918	0.1031188	2.510686684
0.0019753	1.57883918	0.10177597	2.679622347
0.0019753	1.57883918	0.10161693	2.700368917
0.0019753	1.57883918	0.10281129	2.548407797
0.0019753	1.54953146	0.10196724	2.654882422
0.0019753	1.54953146	0.10168279	2.691758147
0.0019753	1.54953146	0.10239896	2.599877732
0.0019753	1.54953146	0.102294	2.61314474
0.0019753	1.54953146	0.10166959	2.693481759
0.0019753	1.61342549	0.10229203	2.613394395
0.0019753	1.61342549	0.10222342	2.622104143
0.0019753	1.61342549	0.10179222	2.677511551
0.0019753	1.61342549	0.10193827	2.658614833
0.0019753	1.61342549	0.10218685	2.626758403
0.0019753	1.73894894	0.10086675	2.800415612
0.0019753	1.73894894	0.10217088	2.628793493
0.0019753	1.73894894	0.10257979	2.577178503
0.0019753	1.73894894	0.10136242	2.73390415
0.0019753	1.73894894	0.10170565	2.688775773
0.0019753	1.72765064	0.10263512	2.570272716
0.0019753	1.72765064	0.10101742	2.780028573
0.0019753	1.72765064	0.10149865	2.71590248
0.0019753	1.72765064	0.10250614	2.58639962
0.0019753	1.72765064	0.10134724	2.735917435
0.0019753	1.5411756	0.10217107	2.628769272
0.0019753	1.5411756	0.10239145	2.600824759
0.0019753	1.5411756	0.10057723	2.840010937
0.0019753	1.5411756	0.10134962	2.735601684
0.0019753	1.5411756	0.10242552	2.596531224
0.0019753	1.5950855	0.10128263	2.744503098
0.0019753	1.5950855	0.10189673	2.663975884
0.0019753	1.5950855	0.10260384	2.574174524
0.0019753	1.5950855	0.10198999	2.651955052
0.0019753	1.5950855	0.10051066	2.849194057
0.0019753	1.5950855	0.10179142	2.677615428
0.0019753	1.50544918	0.10071717	2.820803049
0.0019753	1.50544918	0.10078451	2.811606445
0.0019753	1.50544918	0.10180409	2.675970746
0.0019753	1.50544918	0.10119264	2.756506282
0.0019753	1.50544918	0.10115852	2.761071041
0.0019753	1.43544507	0.10085806	2.801595999
0.0019753	1.43544507	0.10145805	2.721255
0.0019753	1.43544507	0.10060871	2.835678684
0.0019753	1.43544507	0.10091744	2.793540154
0.0019753	1.43544507	0.10113407	2.764346744
0.0019753	1.5651108	0.10176302	2.681305681
0.0019753	1.5651108	0.09990764	2.933743311
0.0019753	1.5651108	0.10095417	2.788568743
0.0019753	1.5651108	0.10086004	2.801327006
0.0019753	1.5651108	0.10106876	2.773115755
0.0019753	1.69441938	0.10087422	2.799401339
0.0019753	1.69441938	0.10041697	2.862168621
0.0019753	1.69441938	0.09999032	2.922003997
0.0019753	1.69441938	0.10024778	2.885748592
0.0019753	1.69441938	0.10036708	2.869101677
0.0019753	1.62579823	0.1009104	2.794494031
0.0019753	1.62579823	0.10089596	2.796451581
0.0019753	1.62579823	0.10088373	2.798110607
0.0019753	1.62579823	0.10027985	2.881264131
0.0019753	1.62579823	0.09953987	2.986535231
0.0019753	1.45193267	0.10025197	2.885162294
0.0019753	1.45193267	0.10039632	2.865036252
0.0019753	1.45193267	0.10058496	2.838946527
0.0019753	1.45193267	0.10025072	2.885337191
0.0019753	1.45193267	0.10030071	2.878350945
0.0019753	1.54822278	0.10033145	2.874063343
0.0019753	1.54822278	0.10000676	2.919675369
0.0019753	1.54822278	0.09968857	2.965076492
0.0019753	1.54822278	0.09969156	2.964646593
0.0019753	1.54822278	0.10042652	2.860843399
0.0019753	1.42707944	0.10078556	2.811463284
0.0019753	1.42707944	0.10005696	2.912576318
0.0019753	1.42707944	0.09943402	3.001904887
0.0019753	1.42707944	0.09959112	2.979121916
0.0019753	1.42707944	0.09960934	2.976490828
0.0019753	1.27150929	0.10017004	2.89664824
0.0019753	1.27150929	0.10046006	2.856194024
0.0019753	1.27150929	0.10031185	2.876796404
0.0019753	1.27150929	0.09912782	3.046812609
0.0019753	1.27150929	0.0995096	2.99092245
0.0019753	1.17839038	0.09988376	2.937142681
0.0019753	1.17839038	0.100804	2.808950301
0.0019753	1.17839038	0.10005707	2.912560782
0.0019753	1.17839038	0.10044139	2.85878116
0.0019753	1.17839038	0.09979176	2.950275942
0.0019753	1.1872853	0.10003927	2.915075984
0.0019753	1.1872853	0.09920096	3.036025098
0.0019753	1.1872853	0.09961328	2.975922172
0.0019753	1.1872853	0.09928516	3.023653619
0.0019753	1.1872853	0.0986862	3.112767003
0.0019753	1.44373631	0.09941317	3.004941665
0.0019753	1.44373631	0.09929699	3.021919485
0.0019753	1.44373631	0.09953982	2.986542472
0.0019753	1.44373631	0.1000535	2.913065061
0.0019753	1.44373631	0.09968548	2.965520834
0.0019753	1.35963225	0.09986273	2.940139609
0.0019753	1.35963225	0.09953823	2.986772761
0.0019753	1.35963225	0.10034528	2.872136424
0.0019753	1.35963225	0.09959093	2.979149365
0.0019753	1.35963225	0.09953835	2.98675538
0.0019753	1.44929647	0.09978181	2.951699847
0.0019753	1.44929647	0.09892105	3.077517176
0.0019753	1.44929647	0.09940506	3.006123707
0.0019753	1.44929647	0.09890055	3.080578158
0.0019753	1.44929647	0.09993257	2.930198669
0.0019753	1.39142203	0.09928462	3.023732801
0.0019753	1.39142203	0.09924667	3.029302675
0.0019753	1.39142203	0.10028801	2.880124202
0.0019753	1.39142203	0.09984346	2.942888409
0.0019753	1.39142203	0.09884118	3.089460248
0.0019753	1.2238605	0.0993171	3.018973885
0.0019753	1.2238605	0.09902494	3.062051419
0.0019753	1.2238605	0.09932075	3.018439562
0.0019753	1.2238605	0.09920046	3.036098714
0.0019753	1.2238605	0.0992762	3.024967709
0.0019753	1.14687347	0.09879868	3.095834213
0.0019753	1.14687347	0.09845988	3.147118485
0.0019753	1.14687347	0.09901089	3.064138442
0.0019753	1.14687347	0.09881639	3.093176547
0.0019753	1.14687347	0.0988543	3.087495219
0.0019753	1.25966752	0.09984442	2.942751408
0.0019753	1.25966752	0.09973224	2.958803859
0.0019753	1.25966752	0.09981854	2.946446973
0.0019753	1.25966752	0.09980684	2.948119212
0.0019753	1.25966752	0.09926275	3.026941382
0.0019753	1.33354092	0.09945912	2.998253171
0.0019753	1.33354092	0.0981695	3.191748982
0.0019753	1.33354092	0.09891243	3.078803911
0.0019753	1.33354092	0.09890224	3.080325699
0.0019753	1.33354092	0.0998985	2.935043945
0.0019753	1.4228462	0.09862062	3.122682153
0.0019753	1.4228462	0.09913503	3.045747496
0.0019753	1.4228462	0.10022199	2.889359962
0.0019753	1.4228462	0.09997809	2.923737508
0.0019753	1.4228462	0.09917318	3.0401179
0.0019753	1.40727663	0.09837801	3.159638096
0.0019753	1.40727663	0.09864014	3.119727595
0.0019753	1.40727663	0.09872337	3.107161193
0.0019753	1.40727663	0.09834963	3.163989597
0.0019753	1.40727663	0.09955205	2.984771724
0.0019753	1.59080672	0.09921411	3.034089643
0.0019753	1.59080672	0.09863211	3.120942682
0.0019753	1.59080672	0.09837433	3.160202012
0.0019753	1.59080672	0.09924775	3.029144023
0.0019753	1.59080672	0.09910655	3.049956937
0.0019753	1.59294713	0.10001951	2.917870686
0.0019753	1.59294713	0.09809421	3.203423787
0.0019753	1.59294713	0.09843293	3.151234209
0.0019753	1.59294713	0.09891588	3.078288854
0.0019753	1.59294713	0.09905886	3.057018711
0.0019753	1.57667208	0.09964062	2.971979208
0.0019753	1.57667208	0.09867643	3.114242147
0.0019753	1.57667208	0.0978327	3.244307462
0.0019753	1.57667208	0.09789528	3.234476653
0.0019753	1.57667208	0.09979536	2.949760929
0.0019753	1.6357677	0.0994834	2.994724982
0.0019753	1.6357677	0.09738413	3.315654333
0.0019753	1.6357677	0.09838529	3.158522819
0.0019753	1.6357677	0.0989563	3.072260891
0.0019753	1.6357677	0.09867267	3.114810045
0.0019753	1.46013558	0.09826551	3.176922945
0.0019753	1.46013558	0.09796729	3.223201323
0.0019753	1.46013558	0.0981227	3.199000986
0.0019753	1.46013558	0.0989515	3.072976112
0.0019753	1.46013558	0.09866661	3.115725546
0.0019753	1.44349158	0.0975863	3.283306195
0.0019753	1.44349158	0.09833878	3.165654809
0.0019753	1.44349158	0.09890488	3.079931366
0.0019753	1.44349158	0.09953311	2.987514441
0.0019753	1.44349158	0.09849709	3.141444718
0.0019753	1.40846729	0.09815615	3.193815985
0.0019753	1.40846729	0.09863301	3.120806472
0.0019753	1.40846729	0.09868069	3.113598856
0.0019753	1.40846729	0.09847326	3.145077129
0.0019753	1.40846729	0.09861629	3.123337924
0.0019753	1.26429319	0.09807049	3.207110755
0.0019753	1.26429319	0.09907692	3.054342526
0.0019753	1.26429319	0.09955097	2.984928052
0.0019753	1.26429319	0.09763478	3.2755962
0.0019753	1.26429319	0.09752195	3.293568107
0.0019753	1.41779244	0.09784141	3.242937404
0.0019753	1.41779244	0.09886028	3.086599989
0.0019753	1.41779244	0.09834427	3.164812118
0.0019753	1.41779244	0.09755909	3.287641474
0.0019753	1.41779244	0.09773388	3.25989216
0.0019753	1.30217993	0.09826498	3.177004599
0.0019753	1.30217993	0.09819588	3.187668455
0.0019753	1.30217993	0.09802627	3.213995517
0.0019753	1.30217993	0.0983438	3.164884252
0.0019753	1.30217993	0.09777132	3.253978786
0.0019753	1.26371324	0.09878186	3.098360434
0.0019753	1.26371324	0.09920922	3.034809223
0.0019753	1.26371324	0.09840663	3.155255856
0.0019753	1.26371324	0.09751062	3.295378223
0.0019753	1.26371324	0.09776258	3.255358245
0.0019753	1.47671604	0.09924521	3.029517162
0.0019753	1.47671604	0.09807131	3.206983226
0.0019753	1.47671604	0.09767848	3.268661907
0.0019753	1.47671604	0.09883752	3.090008642
0.0019753	1.47671604	0.09871162	3.108932182
0.0019753	1.48667836	0.09723742	3.339327988
0.0019753	1.48667836	0.09801737	3.215382974
0.0019753	1.48667836	0.0988415	3.089412305
0.0019753	1.48667836	0.09703122	3.372887176
0.0019753	1.48667836	0.09767475	3.269253208
0.0019753	1.4178251	0.09921729	3.033621786
0.0019753	1.4178251	0.09758369	3.28372179
0.0019753	1.4178251	0.09679558	3.411650864
0.0019753	1.4178251	0.0985725	3.129977581
0.0019753	1.4178251	0.09777658	3.253148867
0.0019753	1.42895925	0.09699444	3.378908492
0.0019753	1.42895925	0.09903219	3.060975041
0.0019753	1.42895925	0.09732725	3.324812709
0.0019753	1.42895925	0.0972676	3.334444265
0.0019753	1.42895925	0.09809126	3.203882095
0.0019753	1.39852738	0.0980764	3.206191725
0.0019753	1.39852738	0.09739982	3.313132494
0.0019753	1.39852738	0.09801745	3.2153705
0.0019753	1.39852738	0.09841755	3.153585409
0.0019753	1.39852738	0.09693898	3.388008273
0.0019753	1.39633286	0.09786384	3.239411892
0.0019753	1.39633286	0.09865478	3.117513511
0.0019753	1.39633286	0.09694669	3.386741765
0.0019753	1.39633286	0.09845453	3.147935094
0.0019753	1.39633286	0.09719111	3.346835779
0.0019753	1.27876043	0.09745511	3.30426106
0.0019753	1.27876043	0.09875169	3.102896877
0.0019753	1.27876043	0.09694492	3.387032478
0.0019753	1.27876043	0.09814215	3.195985067
0.0019753	1.27876043	0.09804114	3.211678709
0.0019753	1.15199721	0.09667934	3.430936561
0.0019753	1.15199721	0.09940054	3.006782704
0.0019753	1.15199721	0.09727616	3.333060388
0.0019753	1.15199721	0.09750737	3.295897636
0.0019753	1.15199721	0.09912864	3.046691454
0.0019753	1.26372015	0.09685576	3.401708865
0.0019753	1.26372015	0.09832262	3.168136603
0.0019753	1.26372015	0.09780512	3.248649536
0.0019753	1.26372015	0.09723957	3.338979839
0.0019753	1.26372015	0.09912597	3.047085964
0.0019753	1.38556647	0.09675553	3.418283397
0.0019753	1.38556647	0.09869725	3.111099437
0.0019753	1.38556647	0.09747627	3.300872168
0.0019753	1.38556647	0.09731891	3.326157676
0.0019753	1.38556647	0.09872112	3.107500241
0.0019753	1.38859773	0.09649799	3.461242786
0.0019753	1.38859773	0.09861456	3.123599967
0.0019753	1.38859773	0.0963097	3.492992084
0.0019753	1.38859773	0.09860915	3.124419564
0.0019753	1.38859773	0.09598126	3.549072
0.0019753	1.56108475	0.09926908	3.026012348
0.0019753	1.56108475	0.09636632	3.483414369
0.0019753	1.56108475	0.09844578	3.149271124
0.0019753	1.56108475	0.09547111	3.637968851
0.0019753	1.56108475	0.09849985	3.141024282
0.0019753	1.45273769	0.09613504	3.522703415
0.0019753	1.45273769	0.09739447	3.313992179
0.0019753	1.45273769	0.09723337	3.339983903
0.0019753	1.45273769	0.09738242	3.315929296
0.0019753	1.45273769	0.09767009	3.269992088
0.0019753	1.482867	0.09660589	3.443179021
0.0019753	1.482867	0.09687281	3.398897401
0.0019753	1.482867	0.09820268	3.186617459
0.0019753	1.482867	0.095603	3.61477498
0.0019753	1.482867	0.09845895	3.147260423
0.0019753	1.68561554	0.0970307	3.372972231
0.0019753	1.68561554	0.09749592	3.297728223
0.0019753	1.68561554	0.09680055	3.410828699
0.0019753	1.68561554	0.09644907	3.46946378
0.0019753	1.68561554	0.09724141	3.338681917
0.0019753	1.63803422	0.09631727	3.491710036
0.0019753	1.63803422	0.09711391	3.359389007
0.0019753	1.63803422	0.09692569	3.390192511
0.0019753	1.63803422	0.09750357	3.296505055
0.0019753	1.63803422	0.09614494	3.521012594
0.0019753	1.60656035	0.09856697	3.13081707
0.0019753	1.60656035	0.09653065	3.455765129
0.0019753	1.60656035	0.09891696	3.078127637
0.0019753	1.60656035	0.09631567	3.491980971
0.0019753	1.60656035	0.09935477	3.01346392
0.0019753	1.60656035	0.09587117	3.568070224
0.0019753	1.58318245	0.09870511	3.10991382
0.0019753	1.58318245	0.09592826	3.558205546
0.0019753	1.58318245	0.0986218	3.122503468
0.0019753	1.58318245	0.09577194	3.585281468
0.0019753	1.58318245	0.09805447	3.209603258
0.0019753	1.66432786	0.0956552	3.605636105
0.0019753	1.66432786	0.09772999	3.260507173
0.0019753	1.66432786	0.09652932	3.455988024
0.0019753	1.66432786	0.09720957	3.343841017
0.0019753	1.66432786	0.09704246	3.371049198
0.0019753	1.66534138	0.09708638	3.363876946
0.0019753	1.66534138	0.09751772	3.294243788
0.0019753	1.66534138	0.09673121	3.422317234
0.0019753	1.66534138	0.09746913	3.30201529
0.0019753	1.66534138	0.09577303	3.58509196
0.0019753	1.60159791	0.09831166	3.169820906
0.0019753	1.60159791	0.09553847	3.626104543
0.0019753	1.60159791	0.09817087	3.191536938
0.0019753	1.60159791	0.09518028	3.689640802
0.0019753	1.60159791	0.09897319	3.069745529
0.0019753	1.41633976	0.09562083	3.611650805
0.0019753	1.41633976	0.09789853	3.233966919
0.0019753	1.41633976	0.09562446	3.611015086
0.0019753	1.41633976	0.0983827	3.158919555
0.0019753	1.41633976	0.09480987	3.756515789
0.0019753	1.35389113	0.09857772	3.129185358
0.0019753	1.35389113	0.09492525	3.735555762
0.0019753	1.35389113	0.09842131	3.153010441
0.0019753	1.35389113	0.09519342	3.687290457
0.0019753	1.35389113	0.09936319	3.012233708
0.0019753	1.45445299	0.09545485	3.640838583
0.0019753	1.45445299	0.09776451	3.255053577
0.0019753	1.45445299	0.09507689	3.708186464
0.0019753	1.45445299	0.09781235	3.247510715
0.0019753	1.45445299	0.09468736	3.778899805
0.0019753	1.6067251	0.09848802	3.142826765
0.0019753	1.6067251	0.09472679	3.771680963
0.0019753	1.6067251	0.09828369	3.174123321
0.0019753	1.6067251	0.09489573	3.740907231
0.0019753	1.6067251	0.09815986	3.193241425
0.0019753	1.68060613	0.09487266	3.745094762
0.0019753	1.68060613	0.09859581	3.126441448
0.0019753	1.68060613	0.09521966	3.682601401
0.0019753	1.68060613	0.09799369	3.219077463
0.0019753	1.68060613	0.09500454	3.721219713
0.0019753	1.85157204	0.09784272	3.242731395
0.0019753	1.85157204	0.0955679	3.620933106
0.0019753	1.85157204	0.09832174	3.168271806
0.0019753	1.85157204	0.09476858	3.764045105
0.0019753	1.85157204	0.0989642	3.071084118
0.0019753	1.99923682	0.09541462	3.647948519
0.0019753	1.99923682	0.09731681	3.326496422
0.0019753	1.99923682	0.09510051	3.703941409
0.0019753	1.99923682	0.0984604	3.147039125
0.0019753	1.99923682	0.09433603	3.843834384
0.0019753	1.99240541	0.09787161	3.23819151
0.0019753	1.99240541	0.09457054	3.800368411
0.0019753	1.99240541	0.09774351	3.258370146
0.0019753	1.99240541	0.09408441	3.89102468
0.0019753	1.99240541	0.09853759	3.135280918
0.0019753	2.0571959	0.09506071	3.711097187
0.0019753	2.0571959	0.0951602	3.693235395
0.0019753	2.0571959	0.09821303	3.185018447
0.0019753	2.0571959	0.09433664	3.843720679
0.0019753	2.0571959	0.09778242	3.252227684
0.0019753	1.90841675	0.09487885	3.743970729
0.0019753	1.90841675	0.09591388	3.560687718
0.0019753	1.90841675	0.09613688	3.5223891
0.0019753	1.90841675	0.09405513	3.896553519
0.0019753	1.90841675	0.09775581	3.256427175
0.0019753	1.91716421	0.0937357	3.957383115
0.0019753	1.91716421	0.09793602	3.228092745
0.0019753	1.91716421	0.09474567	3.768229298
0.0019753	1.91716421	0.09575827	3.587658999
0.0019753	1.91716421	0.09676531	3.416662579
0.0019753	1.83164668	0.09382339	3.940590219
0.0019753	1.83164668	0.09700383	3.377370218
0.0019753	1.83164668	0.09626361	3.500808007
0.0019753	1.83164668	0.09456264	3.801824629
0.0019753	1.83164668	0.09798888	3.219828424
0.0019753	1.74882627	0.09476259	3.765138646
0.0019753	1.74882627	0.09473973	3.769314915
0.0019753	1.74882627	0.0978229	3.245849666
0.0019753	1.74882627	0.0943434	3.842460832
0.0019753	1.74882627	0.0948881	3.742291665
0.0019753	1.71085453	0.09748887	3.298855859
0.0019753	1.71085453	0.09439846	3.832214781
0.0019753	1.71085453	0.09556758	3.620989297
0.0019753	1.71085453	0.09800794	3.216853709
0.0019753	1.71085453	0.09403317	3.900705303
0.0019753	1.59399021	0.09671756	3.424583376
0.0019753	1.59399021	0.09618271	3.514569308
0.0019753	1.59399021	0.09427853	3.85456757
0.0019753	1.59399021	0.09865118	3.118057812
0.0019753	1.59399021	0.0948576	3.747830893
0.0019753	1.54788995	0.09490788	3.738703717
0.0019753	1.54788995	0.09805719	3.209179925
0.0019753	1.54788995	0.09462632	3.790102264
0.0019753	1.54788995	0.09431464	3.847823634
0.0019753	1.54788995	0.09760487	3.280350782
0.0019753	1.59423947	0.09646841	3.466211366
0.0019753	1.59423947	0.09295181	4.110715737
0.0019753	1.59423947	0.09778308	3.252123594
0.0019753	1.59423947	0.09712934	3.356876228
0.0019753	1.59423947	0.09339122	4.024047701
0.0019753	1.73008561	0.09624469	3.504021513
0.0019753	1.73008561	0.09814677	3.195269107
0.0019753	1.73008561	0.09438396	3.834910416
0.0019753	1.73008561	0.09499937	3.722152798
0.0019753	1.73008561	0.09733175	3.324087234
0.0019753	1.53132915	0.09759609	3.281747786
0.0019753	1.53132915	0.09344269	4.0140162
0.0019753	1.53132915	0.09421135	3.867145634
