Day fraction since midnight on 7/15/2019	Fluoride Probe (volts)	Fluoride Concentration (mg/L)	pH (volts)	Turbidity (1)	Time (sec)
0.53079265	0.12055557	0.942413206	-0.01293528	0.09	8270.034336
0.5308505	0.12121393	0.91493819	-0.01284667	0.09	8275.032576
0.5309084	0.1203875	0.949558414	-0.01273795	0.09	8280.035136
0.53096626	0.12088674	0.928491045	-0.0126836	0.09	8285.03424
0.53102415	0.12041886	0.948221099	-0.01256098	0.09	8290.035936
0.53108202	0.12097704	0.924730709	-0.01246808	0.09	8295.035904
0.53113989	0.12051249	0.944239538	-0.01237357	0.09	8300.035872
0.53119777	0.1207018	0.936240243	-0.01225791	0.09	8305.036704
0.53125563	0.11997343	0.967393889	-0.01219815	0.09	8310.035808
0.53131351	0.12025773	0.955112405	-0.01207598	0.09	8315.03664
0.53137138	0.1206022	0.940440357	-0.01199819	0.09	8320.036608
0.53142925	0.12043027	0.947734998	-0.01190285	0.09	8325.036576
0.53148714	0.1203883	0.949524276	-0.01179965	0.09	8330.038272
0.531545	0.12029092	0.953688831	-0.01168585	0.09	8335.037376
0.53160288	0.12010182	0.96182813	-0.01162026	0.09	8340.038208
0.53166074	0.1197558	0.976901901	-0.01149725	0.09	8345.037312
0.53171863	0.12033124	0.951962294	-0.01143994	0.09	8350.039008
0.53177649	0.12007234	0.963103261	-0.01130855	0.09	8355.038112
0.53183436	0.12050315	0.944635964	-0.0112442	0.09	8360.03808
0.53189225	0.12031627	0.952602957	-0.01112709	0.09	8365.039776
0.5319501	0.11983474	0.973442348	-0.01105728	0.09	8370.038016
0.53200798	0.12012927	0.960642323	-0.01095781	0.09	8375.038848
0.53206586	0.12026271	0.954898669	-0.01087146	0.09	8380.03968
0.53212373	0.12027531	0.954358105	-0.01082062	0.09	8385.039648
0.5321816	0.11996233	0.967876588	-0.01072368	0.09	8390.039616
0.53223946	0.12030078	0.953266328	-0.01065421	0.09	8395.03872
0.53229736	0.12045262	0.946783543	-0.01058221	0.09	8400.04128
0.53235522	0.12023402	0.956130667	-0.0104775	0.09	8405.040384
0.53241309	0.12008162	0.962701681	-0.01039326	0.09	8410.040352
0.53247097	0.11986849	0.971966992	-0.01030553	0.09	8415.041184
0.53252884	0.12003262	0.964823988	-0.01021015	0.09	8420.041152
0.5325867	0.1202606	0.954989222	-0.01011737	0.09	8425.040256
0.53264459	0.11989432	0.970839363	-0.01007089	0.09	8430.041952
0.53270247	0.11965532	0.981323239	-0.00992625	0.09	8435.042784
0.53276033	0.11994487	0.968636349	-0.00986788	0.09	8440.041888
0.53281821	0.12054271	0.942958022	-0.00980313	0.09	8445.04272
0.53287608	0.11952221	0.987211194	-0.00968513	0.09	8450.042688
0.53293395	0.12027412	0.954409145	-0.0096226	0.09	8455.042656
0.53299182	0.11979202	0.975313032	-0.00955028	0.09	8460.042624
0.5330497	0.11987723	0.971585294	-0.00946706	0.09	8465.043456
0.53310757	0.11999946	0.966262881	-0.00939624	0.09	8470.043424
0.53316544	0.11958419	0.984465204	-0.0092988	0.09	8475.043392
0.53322331	0.11966015	0.981110251	-0.00919306	0.09	8480.04336
0.53328119	0.12014931	0.959777542	-0.00912424	0.09	8485.044192
0.53333907	0.12020185	0.957513992	-0.00908267	0.09	8490.045024
0.53339693	0.11998304	0.966976178	-0.00899144	0.09	8495.044128
0.5334548	0.12011246	0.961368322	-0.00891873	0.09	8500.044096
0.53351269	0.11909672	1.006270209	-0.00884961	0.08	8505.045792
0.53357055	0.12017593	0.958630021	-0.00879495	0.08	8510.044896
0.53362843	0.11953289	0.986737477	-0.00871081	0.08	8515.045728
0.5336863	0.11956957	0.985112246	-0.00861846	0.08	8520.045696
0.53374418	0.11972548	0.978233944	-0.00855047	0.09	8525.046528
0.53380203	0.1196695	0.980698077	-0.00848015	0.08	8530.044768
0.53385992	0.12002997	0.964938899	-0.00840521	0.08	8535.046464
0.53391779	0.12061594	0.939859825	-0.00829496	0.09	8540.046432
0.53397565	0.1206702	0.937570773	-0.00824282	0.09	8545.045536
0.53403354	0.1203099	0.952875701	-0.00815573	0.09	8550.047232
Floc blanket height: 39 cm		212.4207106			#VALUE!
0.53409141	0.11970821	0.978993476	-0.00810451	0.09	8555.0472
0.53414928	0.12007257	0.963093306	-0.00802354	0.08	8560.047168
0.53420715	0.11929448	0.997366587	-0.00794979	0.09	8565.047136
0.53426503	0.11955338	0.985829268	-0.00787327	0.09	8570.047968
0.53432291	0.11959767	0.983868991	-0.00778667	0.09	8575.0488
0.53438077	0.11934675	0.995026459	-0.00772873	0.09	8580.047904
0.53443865	0.11964626	0.98172288	-0.00769087	0.09	8585.048736
0.5344965	0.11960502	0.983544058	-0.0075916	0.09	8590.046976
0.5345544	0.11862116	1.02800779	-0.00754787	0.09	8595.049536
0.53461225	0.11962602	0.982616266	-0.00748338	0.09	8600.047776
0.53467014	0.11939075	0.993060837	-0.00739284	0.08	8605.049472
0.53472802	0.11916816	1.003044678	-0.00733777	0.08	8610.050304
0.53478587	0.11922068	1.000679985	-0.00727548	0.09	8615.048544
0.53484375	0.11922021	1.000701122	-0.00721177	0.09	8620.049376
0.53490162	0.11903977	1.008848941	-0.0071057	0.09	8625.049344
0.53495951	0.1187252	1.023212399	-0.00703605	0.09	8630.05104
0.53501737	0.11969884	0.979405813	-0.00702128	0.08	8635.050144
0.53507525	0.11881723	1.01898922	-0.00693767	0.08	8640.050976
0.53513313	0.11922092	1.000669192	-0.00685412	0.08	8645.051808
0.53519099	0.11903308	1.009152302	-0.00677168	0.09	8650.050912
0.53524887	0.11909103	1.006527559	-0.00674795	0.08	8655.051744
0.53530673	0.11925464	0.999153918	-0.00665906	0.08	8660.050848
0.53536461	0.11934146	0.995263043	-0.00660577	0.08	8665.05168
0.53542248	0.11899155	1.01103754	-0.00655444	0.08	8670.051648
0.53548036	0.11928553	0.997767829	-0.00648368	0.08	8675.05248
0.53553823	0.11872108	1.023401872	-0.00641928	0.08	8680.052448
0.53559609	0.11931144	0.996606685	-0.00635889	0.08	8685.051552
0.53565398	0.11880329	1.019627793	-0.00631027	0.09	8690.053248
0.53571185	0.11855358	1.031134707	-0.0062073	0.09	8695.053216
0.53576973	0.11877226	1.021050673	-0.00617023	0.08	8700.054048
0.53582759	0.11923337	1.00010946	-0.00610331	0.08	8705.053152
0.53588546	0.11858545	1.029658903	-0.00604305	0.08	8710.05312
0.53594335	0.11888094	1.016075836	-0.00595816	0.08	8715.054816
0.53600121	0.11883912	1.017987275	-0.00589238	0.08	8720.05392
0.53605908	0.11902515	1.00951201	-0.00585529	0.08	8725.053888
0.53611695	0.12128833	0.911884106	-0.005809	0.08	8730.053856
0.53617484	0.12094663	0.92599536	-0.0057321	0.08	8735.055552
0.53623269	0.12048307	0.945488801	-0.00567087	0.08	8740.053792
0.53629058	0.12000524	0.966011918	-0.00562075	0.08	8745.055488
0.53634846	0.12041834	0.948243258	-0.00556874	0.08	8750.05632
0.53640632	0.12044831	0.946966948	-0.00550862	0.08	8755.055424
0.5364642	0.12131637	0.910735725	-0.00545639	0.08	8760.056256
0.53652206	0.120832	0.930778007	-0.00538164	0.08	8765.05536
0.53657995	0.12091897	0.927147149	-0.00536054	0.08	8770.057056
0.53663781	0.12042166	0.948101787	-0.00529709	0.08	8775.05616
0.53669569	0.12117866	0.916389578	-0.00525995	0.08	8780.056992
0.53675357	0.12015203	0.959660227	-0.00513681	0.08	8785.057824
0.53681142	0.12060001	0.94053292	-0.00506869	0.08	8790.056064
0.5368693	0.12050158	0.944702617	-0.00503976	0.08	8795.056896
0.53692718	0.12045052	0.946872901	-0.00497086	0.08	8800.057728
0.53698506	0.1207164	0.935626142	-0.00491862	0.08	8805.05856
0.53704292	0.12083181	0.930785955	-0.00486648	0.08	8810.057664
0.5371008	0.12019941	0.957618995	-0.00480895	0.08	8815.058496
0.53715868	0.12052049	0.943900119	-0.00474854	0.08	8820.059328
0.53721653	0.12066223	0.937906652	-0.00470253	0.08	8825.057568
0.53727441	0.12038651	0.949600662	-0.00463503	0.08	8830.0584
0.53733229	0.12058923	0.940988684	-0.00458184	0.08	8835.059232
0.53739017	0.12056386	0.942062166	-0.00450512	0.08	8840.060064
0.53744802	0.12096392	0.925276114	-0.0044545	0.08	8845.058304
0.5375059	0.12056056	0.942201889	-0.0044115	0.09	8850.059136
0.53756376	0.12058149	0.941316057	-0.00436924	0.08	8855.05824
0.53762165	0.12039821	0.949101485	-0.00430796	0.08	8860.059936
0.53767953	0.12103631	0.922270828	-0.00427001	0.08	8865.060768
0.5377374	0.12068388	0.936994539	-0.00419983	0.08	8870.060736
Floc blanket height: 46 cm		212.4207106			#VALUE!
0.53779528	0.12080972	0.931710447	-0.00414982	0.08	8875.061568
0.53785314	0.12057985	0.941385438	-0.0040939	0.08	8880.060672
0.53791102	0.12011118	0.961423625	-0.00404254	0.08	8885.061504
0.5379689	0.12000386	0.966071831	-0.00399686	0.08	8890.062336
0.53802676	0.12042934	0.94777461	-0.0039434	0.08	8895.06144
0.53808463	0.1201115	0.961409799	-0.00391699	0.08	8900.061408
0.5381425	0.12012771	0.960709674	-0.00385522	0.08	8905.061376
0.53820038	0.11997624	0.96727173	-0.00379813	0.08	8910.062208
0.53825824	0.12020546	0.957358661	-0.00376447	0.08	8915.061312
0.53831613	0.11989892	0.970638684	-0.00368088	0.08	8920.063008
0.53837399	0.11998992	0.966677242	-0.00363447	0.08	8925.062112
0.53843186	0.11980233	0.974861234	-0.0035968	0.08	8930.06208
0.53848974	0.12013567	0.960366061	-0.0035135	0.08	8935.062912
0.53854761	0.11975425	0.976969953	-0.00349424	0.08	8940.06288
0.53860549	0.11965315	0.981418944	-0.00343143	0.08	8945.063712
0.53866336	0.11952669	0.987012454	-0.00338672	0.08	8950.06368
0.53872124	0.11977991	0.975843976	-0.00332605	0.08	8955.064512
0.5387791	0.11989722	0.970712843	-0.00327401	0.08	8960.063616
0.53883697	0.11961867	0.982940894	-0.00322663	0.08	8965.063584
0.53889486	0.1198468	0.972914897	-0.00319493	0.08	8970.06528
0.53895272	0.11969431	0.979605223	-0.00315253	0.08	8975.064384
0.5390106	0.11955101	0.985934274	-0.00307585	0.08	8980.065216
0.53906847	0.11974378	0.977429757	-0.00304095	0.08	8985.065184
0.53912635	0.12038463	0.949680897	-0.00300466	0.08	8990.066016
0.53918421	0.11981259	0.974411835	-0.00298482	0.08	8995.06512
0.53924207	0.1198618	0.972259262	-0.00291802	0.08	9000.064224
0.53929995	0.12009709	0.962032609	-0.00285769	0.08	9005.065056
0.53935783	0.11967745	0.980347756	-0.00284737	0.08	9010.065888
0.53941568	0.1195869	0.984345313	-0.00280704	0.08	9015.064128
0.53947354	0.11982015	0.974080832	-0.00275191	0.08	9020.063232
0.53953142	0.12000224	0.966142167	-0.00272302	0.08	9025.064064
0.5395893	0.11973253	0.977924056	-0.00266013	0.08	9030.064896
0.53964714	0.12019002	0.958023191	-0.00261297	0.08	9035.062272
0.53970502	0.12035958	0.950750621	-0.00256523	0.08	9040.063104
0.53976288	0.11986466	0.972134305	-0.00250066	0.08	9045.062208
0.53982076	0.12048511	0.945402123	-0.00246116	0.08	9050.06304
0.53987861	0.11993644	0.969003388	-0.00241062	0.08	9055.06128
0.53993648	0.11974793	0.977247478	-0.00237335	0.08	9060.061248
0.53999435	0.11954144	0.986358401	-0.0023244	0.08	9065.061216
0.54005221	0.12021773	0.956830895	-0.00226365	0.08	9070.06032
0.54011009	0.11969979	0.979364	-0.00221432	0.08	9075.061152
0.54016796	0.12023307	0.956171488	-0.00219866	0.08	9080.06112
0.54022582	0.1199693	0.967573459	-0.0021414	0.08	9085.060224
0.54028368	0.11974114	0.97754573	-0.0021196	0.08	9090.059328
0.54034156	0.11979157	0.975332757	-0.00206529	0.08	9095.06016
0.54039942	0.11978275	0.975719435	-0.00200164	0.08	9100.059264
0.54045728	0.12003793	0.964593773	-0.0019664	0.08	9105.058368
0.54051515	0.11951692	0.987445919	-0.0019499	0.08	9110.058336
0.54057303	0.11908264	1.006907146	-0.00188485	0.08	9115.059168
0.54063088	0.11945785	0.990070736	-0.0018516	0.08	9120.057408
0.54068876	0.11988977	0.971037902	-0.00177341	0.08	9125.05824
0.54074662	0.1203526	0.951048907	-0.00179609	0.08	9130.057344
0.5408045	0.11951943	0.98733454	-0.0017259	0.08	9135.058176
0.54086235	0.11939311	0.992955518	-0.00169612	0.08	9140.056416
0.54092022	0.12064143	0.93878379	-0.00161444	0.08	9145.056384
0.5409781	0.12034766	0.951260071	-0.00158165	0.08	9150.057216
0.54103596	0.12018223	0.958358644	-0.00155737	0.08	9155.05632
0.54109382	0.11975822	0.976795662	-0.00153649	0.08	9160.055424
0.54115169	0.11936071	0.9944024	-0.00149669	0.08	9165.055392
Floc blanket height: 56 cm		212.4207106			#VALUE!
0.54120956	0.11978419	0.975656293	-0.00142265	0.08	9170.05536
0.54126742	0.11985285	0.972650405	-0.00134216	0.08	9175.054464
0.5413253	0.11933018	0.995767703	-0.00134501	0.08	9180.055296
0.54138316	0.11998371	0.966947063	-0.00129735	0.08	9185.0544
0.54144104	0.11940076	0.9926142	-0.00127367	0.08	9190.055232
0.5414989	0.11956821	0.985172457	-0.00124619	0.08	9195.054336
0.54155676	0.11949412	0.988458228	-0.0012108	0.08	9200.05344
0.54161463	0.1194418	0.990785134	-0.00114895	0.08	9205.053408
0.54167249	0.11945095	0.990377797	-0.00115109	0.08	9210.052512
0.54173036	0.11923734	0.999931041	-0.00108796	0.08	9215.05248
0.54178824	0.11942885	0.991361924	-0.00103596	0.08	9220.053312
0.54184611	0.1192196	1.000728556	-0.00101431	0.08	9225.05328
0.54190396	0.11888718	1.015790936	-0.00099542	0.08	9230.05152
0.54196183	0.11937019	0.993978835	-0.00094656	0.08	9235.051488
0.5420197	0.11908166	1.006951493	-0.00090193	0.08	9240.051456
0.54207756	0.11917688	1.002651677	-0.00086962	0.08	9245.05056
0.54213543	0.11924095	0.999768828	-0.00082756	0.08	9250.050528
0.54219331	0.11914895	1.003910996	-0.00079351	0.08	9255.05136
0.54225117	0.11901531	1.009958534	-0.00070246	0.08	9260.050464
0.54230903	0.11942142	0.991693006	-0.00071139	0.08	9265.049568
0.54236691	0.11987374	0.971737693	-0.00066652	0.08	9270.0504
0.54242477	0.11948236	0.988980771	-0.00064135	0.08	9275.049504
0.54248264	0.11960611	0.983495879	-0.00061579	0.08	9280.049472
0.5425405	0.11964691	0.981694203	-0.00056744	0.08	9285.048576
0.54259837	0.11910791	1.005764294	-0.00050203	0.08	9290.048544
0.54265624	0.11913812	1.004399728	-0.00044992	0.08	9295.048512
0.5427141	0.11983087	0.973611665	-0.00040819	0.08	9300.047616
0.54277197	0.11938473	0.99332954	-0.00038024	0.08	9305.047584
0.54282985	0.11958984	0.984215264	-0.0003189	0.08	9310.048416
0.54288771	0.11930625	0.996839164	-0.00029028	0.08	9315.04752
0.54294557	0.11929565	0.997314145	-0.00029351	0.08	9320.046624
0.54300345	0.11926368	0.998748078	-0.00022957	0.08	9325.047456
0.54306131	0.11927895	0.998062924	-0.00019873	0.08	9330.04656
0.54311918	0.11883581	1.018138716	-0.00015905	0.08	9335.046528
0.54317705	0.11883046	1.018383541	-0.00013021	0.08	9340.046496
0.54323492	0.1196574	0.981231512	-0.00010156	0.08	9345.046464
0.54329277	0.1195982	0.983845557	-0.00002261	0.09	9350.044704
0.54335064	0.11976774	0.976377842	-0.00001705	0.08	9355.044672
0.54340851	0.11997434	0.967354327	0.00000374	0.08	9360.04464
0.54346637	0.1195015	0.988130446	0.00002851	0.08	9365.043744
0.54352425	0.11983886	0.973262125	0.00005828	0.08	9370.044576
0.54358212	0.11966408	0.980936985	0.00011183	0.08	9375.044544
0.54363999	0.1196826	0.980120885	0.0001175	0.08	9380.044512
0.54369784	0.11952752	0.986975638	0.00018569	0.08	9385.042752
0.5437557	0.11857832	1.029988888	0.00026003	0.09	9390.041856
0.54381359	0.11981439	0.974333015	0.00023142	0.09	9395.043552
0.54387144	0.11975382	0.976988833	0.0002578	0.09	9400.041792
0.54392932	0.11980005	0.974961129	0.00033906	0.08	9405.042624
0.54398719	0.12009058	0.962314107	0.00035534	0.08	9410.042592
0.54404506	0.11975135	0.977097289	0.00041949	0.08	9415.04256
0.54410292	0.1196089	0.983372571	0.00045607	0.08	9420.041664
0.54416079	0.11969072	0.979763284	0.00048104	0.09	9425.041632
0.54421866	0.11952046	0.987288838	0.00050402	0.08	9430.0416
0.54427652	0.1194713	0.989472463	0.00054194	0.08	9435.040704
0.54433438	0.11937988	0.993546074	0.00057639	0.08	9440.039808
0.54439222	0.11951749	0.987420625	0.00057036	0.08	9445.037184
0.54445013	0.11938997	0.993095648	0.00062917	0.08	9450.040608
0.54450799	0.11861542	1.02827301	0.00062353	0.08	9455.039712
0.54456585	0.11938623	0.993262581	0.00067601	0.08	9460.038816
0.54462373	0.1194391	0.990905363	0.00070097	0.08	9465.039648
0.54468159	0.11929642	0.997279635	0.00073851	0.08	9470.038752
0.54473945	0.11955028	0.98596662	0.00074869	0.08	9475.037856
0.54479732	0.119879	0.971508012	0.00079597	0.08	9480.037824
0.5448552	0.11921315	1.001018678	0.00081849	0.08	9485.038656
Floc blanket height: 57 cm		212.4207106			#VALUE!
0.54491305	0.11974992	0.977160085	0.00083523	0.08	9490.036896
0.54497089	0.11942273	0.991634624	0.00087338	0.08	9495.034272
0.5450288	0.1197007	0.979323948	0.00089007	0.08	9500.037696
0.54508664	0.11951009	0.987749059	0.00094546	0.08	9505.035072
0.54514451	0.1191031	1.005981729	0.00094733	0.08	9510.03504
0.5452024	0.11930827	0.996748675	0.00095823	0.08	9515.036736
0.54526027	0.11921842	1.000781626	0.00100209	0.08	9520.036704
0.54531811	0.1191363	1.004481884	0.00102024	0.08	9525.03408
0.545376	0.11925678	0.99905783	0.00106704	0.08	9530.035776
0.54543387	0.11961736	0.982998764	0.0010719	0.08	9535.035744
0.54549171	0.11927228	0.998362145	0.0011307	0.08	9540.03312
0.54554958	0.11937771	0.993642971	0.00114229	0.08	9545.033088
0.54560747	0.11914618	1.004035977	0.00115178	0.08	9550.034784
0.54566533	0.11915743	1.003528479	0.00121456	0.08	9555.033888
0.5457232	0.1190384	1.008911057	0.0012403	0.08	9560.033856
0.54578105	0.11941752	0.991866835	0.00126282	0.08	9565.032096
0.5458389	0.11916272	1.003289931	0.00128624	0.08	9570.030336
0.5458968	0.11919097	1.002016981	0.00130796	0.08	9575.032896
0.54595465	0.11896116	1.012419313	0.00131574	0.08	9580.031136
0.54601254	0.11887786	1.016216489	0.00135105	0.08	9585.032832
0.54607041	0.11927614	0.998188972	0.00137991	0.08	9590.0328
0.54612825	0.11928659	0.997720299	0.00138088	0.08	9595.030176
0.54618612	0.11921737	1.000828852	0.0014133	0.08	9600.030144
0.54624399	0.11920017	1.001602776	0.00146085	0.08	9605.030112
0.54630186	0.11888222	1.016017388	0.00147066	0.08	9610.03008
0.54635973	0.11890768	1.01485553	0.00152088	0.08	9615.030048
0.54641759	0.11919878	1.001665346	0.00154376	0.08	9620.029152
0.54647548	0.11947463	0.989324396	0.00160168	0.08	9625.030848
0.54653333	0.1190176	1.009854599	0.00157658	0.08	9630.029088
0.54659119	0.11922929	1.000292856	0.00160104	0.08	9635.028192
0.54664908	0.11961519	0.983094632	0.00165729	0.08	9640.029888
0.54670693	0.11954038	0.98640539	0.0016649	0.08	9645.028128
0.54676479	0.11893217	1.013739191	0.00168588	0.08	9650.027232
0.54682267	0.11937839	0.993612606	0.00168328	0.08	9655.028064
0.54688055	0.11946634	0.989693048	0.00172321	0.08	9660.028896
0.54693839	0.11926994	0.99846714	0.00175479	0.08	9665.026272
0.54699626	0.11938363	0.993378647	0.00176742	0.08	9670.02624
0.54705412	0.11933603	0.995505946	0.00182703	0.08	9675.025344
0.547112	0.11965585	0.981299865	0.00184034	0.08	9680.026176
0.54716987	0.11947243	0.989422216	0.00181244	0.08	9685.026144
0.54722774	0.11946488	0.989757988	0.00189677	0.08	9690.026112
0.54728559	0.11945752	0.990085419	0.00190439	0.08	9695.024352
0.54734346	0.11906538	1.007688487	0.00191648	0.08	9700.02432
0.54740134	0.11893282	1.013709578	0.00195159	0.08	9705.025152
0.5474592	0.11910354	1.005961837	0.00200783	0.08	9710.024256
0.54751707	0.11877871	1.020754745	0.00200559	0.08	9715.024224
0.54757494	0.11946147	0.989909678	0.00200081	0.08	9720.024192
0.5476328	0.11886171	1.016954323	0.00202503	0.08	9725.023296
0.54769068	0.11903526	1.009053439	0.00204135	0.08	9730.024128
0.54774854	0.11974087	0.977557591	0.00209022	0.08	9735.023232
0.5478064	0.11914222	1.004214677	0.00211716	0.08	9740.022336
0.54786427	0.11880077	1.019743273	0.00214	0.09	9745.022304
0.54792214	0.1191363	1.004481884	0.00215633	0.08	9750.022272
0.54798	0.1187906	1.020209453	0.0021967	0.08	9755.021376
0.54803788	0.11906837	1.00755309	0.002206	0.08	9760.022208
0.54809574	0.11917686	1.002652578	0.00231335	0.08	9765.021312
0.5481536	0.11856891	1.030424557	0.00230925	0.08	9770.020416
0.54821147	0.11847765	1.034659325	0.00231444	0.08	9775.020384
0.54826935	0.11888349	1.015959401	0.00235991	0.08	9780.021216
0.54832721	0.11920033	1.001595574	0.00236498	0.08	9785.02032
0.54838508	0.11857039	1.030356023	0.00237901	0.08	9790.020288
Floc blanket height: 58.5 cm		212.4207106			#VALUE!
0.54844294	0.11857054	1.030349077	0.00243665	0.08	9795.019392
0.54850082	0.11958955	0.984228091	0.002455	0.08	9800.020224
0.54855867	0.11965051	0.98153539	0.00245875	0.08	9805.018464
0.54861654	0.11888936	1.015691423	0.00246739	0.08	9810.018432
0.54867441	0.11881347	1.019161421	0.00248042	0.08	9815.0184
0.54873228	0.11861032	1.028508716	0.00252699	0.08	9820.018368
0.54879014	0.11810534	1.052116846	0.00255335	0.08	9825.017472
0.54884801	0.11959884	0.98381726	0.00252955	0.08	9830.01744
0.54890589	0.11941856	0.991820477	0.00259772	0.08	9835.018272
0.54896374	0.11938098	0.993496959	0.0026023	0.08	9840.016512
0.54902162	0.11907486	1.007259263	0.0026408	0.08	9845.017344
0.54907948	0.11957414	0.984909944	0.00265819	0.08	9850.016448
0.54913735	0.11964682	0.981698174	0.00269097	0.08	9855.016416
0.54919521	0.11852416	1.032498936	0.00273458	0.08	9860.01552
0.54925309	0.11912247	1.005106397	0.00272665	0.08	9865.016352
0.54931095	0.11881614	1.019039137	0.00274805	0.08	9870.015456
0.54936882	0.11920456	1.001405188	0.00276378	0.08	9875.015424
0.54942668	0.11846709	1.035150467	0.00279819	0.08	9880.014528
0.54948456	0.11800551	1.056847724	0.00280313	0.08	9885.01536
0.54954242	0.11895824	1.012552179	0.00282429	0.08	9890.014464
0.54960028	0.11871487	1.023687526	0.00281643	0.08	9895.013568
0.54965815	0.11888818	1.015745287	0.00285491	0.08	9900.013536
0.54971603	0.11878365	1.020528154	0.00287072	0.08	9905.014368
0.54977388	0.11933388	0.995602139	0.00291966	0.08	9910.012608
0.54983175	0.11897818	1.011645215	0.00296051	0.08	9915.012576
0.54988963	0.11937638	0.993702364	0.00296672	0.08	9920.013408
0.54994748	0.11924713	0.999491196	0.00297127	0.08	9925.011648
0.55000535	0.11917793	1.002604365	0.00304412	0.08	9930.011616
0.55006322	0.11896233	1.012366081	0.00302327	0.08	9935.011584
0.5501211	0.11879494	1.020010487	0.00303972	0.08	9940.012416
0.55017896	0.11887301	1.016438011	0.00309392	0.08	9945.01152
0.55023683	0.11880746	1.019436729	0.0031433	0.08	9950.011488
0.55029469	0.11864752	1.026790688	0.00310984	0.08	9955.010592
0.55035256	0.11867949	1.025316494	0.00310263	0.08	9960.01056
0.55041043	0.11880775	1.019423443	0.00319296	0.08	9965.010528
0.5504683	0.11881777	1.018964491	0.00316973	0.08	9970.010496
0.55052615	0.11857074	1.030339816	0.00317059	0.08	9975.008736
0.55058402	0.11817538	1.048810343	0.00317815	0.08	9980.008704
0.55064189	0.1186784	1.025366721	0.0031749	0.08	9985.008672
0.55069977	0.11822478	1.046484481	0.00323744	0.08	9990.009504
0.55075762	0.11891665	1.014446504	0.00325521	0.08	9995.007744
0.55081546	0.11873514	1.022755419	0.00326068	0.08	10000.00512
0.55087336	0.11933077	0.995741301	0.00330497	0.08	10005.00768
0.55093123	0.11874838	1.022147042	0.00334567	0.08	10010.00765
0.5509891	0.11914707	1.003995819	0.0033429	0.08	10015.00762
0.55104696	0.11897134	1.011956238	0.00340145	0.08	10020.00672
0.55110484	0.11915253	1.003749491	0.00338113	0.08	10025.00755
0.55116269	0.1193591	0.994474353	0.0033771	0.08	10030.00579
0.55122057	0.11911283	1.005541934	0.00339275	0.08	10035.00662
0.55127843	0.11922864	1.000322076	0.0034004	0.08	10040.00573
0.55133631	0.11937878	0.993595191	0.00345302	0.08	10045.00656
0.55139417	0.11881579	1.019055166	0.00344667	0.08	10050.00566
0.55145203	0.11940245	0.992538814	0.00349196	0.09	10055.00477
0.55150991	0.11867686	1.025437688	0.00349156	0.08	10060.0056
0.55156777	0.11881124	1.019263565	0.0035176	0.08	10065.0047
0.55162563	0.11885653	1.017191091	0.00347887	0.08	10070.00381
0.55168351	0.11888675	1.015810566	0.00350578	0.08	10075.00464
0.55174138	0.11903935	1.008867984	0.00352809	0.08	10080.00461
0.55179923	0.1191108	1.005633674	0.00355702	0.08	10085.00285
0.5518571	0.11910333	1.005971331	0.00358513	0.08	10090.00282
0.55191498	0.11909125	1.006517607	0.00360535	0.08	10095.00365
0.55197284	0.11934903	0.994924509	0.00363958	0.08	10100.00275
0.5520307	0.11911386	1.00549539	0.0036015	0.08	10105.00186
0.55208858	0.11927304	0.998328046	0.00364577	0.08	10110.00269
0.55214645	0.11875317	1.021927031	0.00365956	0.08	10115.00266
0.55220431	0.11903299	1.009156384	0.00370009	0.08	10120.00176
0.55226218	0.11885311	1.017347443	0.00365933	0.08	10125.00173
0.55232005	0.11891138	1.014686792	0.00371169	0.08	10130.0017
0.55237791	0.11942022	0.991746488	0.00373242	0.08	10135.0008
0.55243578	0.11897993	1.011565656	0.00374137	0.08	10140.00077
0.55249365	0.11923655	0.999966542	0.00371638	0.08	10145.00074
0.55255151	0.11915437	1.003666493	0.00377561	0.08	10149.99984
0.55260938	0.11877002	1.021153465	0.00379082	0.08	10154.99981
0.55266723	0.11912648	1.00492528	0.00380469	0.09	10159.99805
0.55272511	0.11903887	1.008889747	0.00381887	0.08	10164.99888
0.55278298	0.11920639	1.001322834	0.00384436	0.08	10169.99885
0.55284083	0.11913817	1.004397471	0.00382216	0.08	10174.99709
0.5528987	0.11861259	1.028403797	0.00386721	0.09	10179.99706
0.55295659	0.11931615	0.996395754	0.00389889	0.08	10184.99875
0.55301445	0.11876076	1.02157851	0.00389333	0.08	10189.99786
0.55307232	0.11904001	1.00883806	0.00393189	0.08	10194.99782
0.55313017	0.11916872	1.003019435	0.00390959	0.08	10199.99606
0.55318805	0.11886067	1.017001855	0.00391373	0.08	10204.9969
0.5532459	0.11892924	1.013872686	0.00394584	0.08	10209.99514
0.55330378	0.11878256	1.020578147	0.00399001	0.08	10214.99597
0.55336166	0.1185598	1.030846511	0.00398381	0.08	10219.9968
0.55341953	0.11905695	1.008070325	0.00400596	0.08	10224.99677
0.5534774	0.11890581	1.014940822	0.00404831	0.08	10229.99674
0.55353528	0.11893146	1.013771538	0.00402931	0.08	10234.99757
0.55359315	0.11956488	0.985319903	0.00403897	0.08	10239.99754
0.55365102	0.11877561	1.020896964	0.00406194	0.08	10244.9975
0.5537089	0.11948562	0.988835889	0.00405003	0.08	10249.99834
0.55376678	0.11856083	1.030798795	0.00404951	0.08	10254.99917
0.55382464	0.11896082	1.012434783	0.00406834	0.08	10259.99827
